"Date","Price","Open","High","Low"
"Dec 11, 2018","8573.39","8599.37","8630.87","8561.88"
"Dec 10, 2018","8601.47","8604.25","8640.14","8581.50"
"Dec 07, 2018","8581.98","8523.10","8597.65","8514.50"
"Dec 06, 2018","8519.75","8486.56","8567.92","8483.19"
"Dec 05, 2018","8483.04","8470.85","8498.60","8445.02"
"Dec 04, 2018","8468.79","8472.56","8500.34","8452.23"
"Dec 03, 2018","8471.80","8513.98","8519.06","8462.07"
"Nov 30, 2018","8505.49","8501.42","8514.03","8462.16"
"Nov 29, 2018","8497.42","8492.64","8537.89","8483.95"
"Nov 28, 2018","8491.97","8445.03","8529.93","8420.19"
"Nov 27, 2018","8446.35","8483.50","8516.75","8423.56"
"Nov 26, 2018","8483.47","8508.39","8523.23","8478.75"
"Nov 23, 2018","8499.34","8506.76","8530.79","8479.88"
"Nov 22, 2018","8508.62","8494.67","8529.25","8486.99"
"Nov 21, 2018","8492.64","8487.02","8526.11","8471.11"
"Nov 20, 2018","8484.94","8493.06","8529.48","8468.42"
"Nov 19, 2018","8498.12","8482.33","8510.40","8461.19"
"Nov 16, 2018","8474.42","8419.81","8502.01","8417.03"
"Nov 15, 2018","8419.92","8417.50","8440.25","8381.15"
"Nov 14, 2018","8416.36","8360.87","8454.66","8325.34"
"Nov 13, 2018","8362.05","8360.33","8393.74","8325.09"
"Nov 12, 2018","8360.82","8418.26","8432.97","8358.80"
"Nov 09, 2018","8414.85","8482.71","8492.61","8393.43"
"Nov 08, 2018","8484.30","8490.07","8512.58","8467.19"
"Nov 07, 2018","8487.80","8491.15","8550.49","8467.35"
"Nov 06, 2018","8487.72","8534.06","8556.67","8467.85"
"Nov 05, 2018","8530.31","8500.59","8555.74","8492.26"
"Nov 02, 2018","8495.48","8541.76","8548.52","8473.05"
"Nov 01, 2018","8538.12","8473.58","8569.89","8473.58"
"Oct 31, 2018","8473.46","8524.46","8529.40","8456.31"
"Oct 30, 2018","8521.90","8560.67","8569.38","8493.17"
"Oct 29, 2018","8559.38","8571.28","8590.01","8525.97"
"Oct 26, 2018","8565.40","8562.50","8638.10","8545.48"
"Oct 25, 2018","8562.70","8569.42","8610.19","8533.86"
"Oct 24, 2018","8563.51","8541.00","8569.07","8509.84"
"Oct 23, 2018","8537.42","8489.66","8601.52","8485.49"
"Oct 22, 2018","8490.97","8481.25","8527.54","8474.95"
"Oct 19, 2018","8498.00","8502.73","8530.98","8480.35"
"Oct 18, 2018","8503.76","8472.05","8539.14","8457.18"
"Oct 17, 2018","8467.55","8461.77","8521.72","8450.18"
"Oct 16, 2018","8463.26","8485.41","8520.89","8455.80"
"Oct 15, 2018","8486.47","8427.14","8542.80","8426.80"
"Oct 12, 2018","8431.07","8437.27","8466.60","8400.68"
"Oct 11, 2018","8435.51","8274.64","8453.01","8254.78"
"Oct 10, 2018","8272.95","8236.19","8275.80","8207.36"
"Oct 09, 2018","8235.44","8239.77","8256.55","8195.38"
"Oct 08, 2018","8233.76","8265.42","8279.24","8203.08"
"Oct 05, 2018","8262.17","8238.47","8284.97","8221.92"
"Oct 04, 2018","8240.28","8224.42","8291.44","8213.50"
"Oct 03, 2018","8224.56","8265.90","8302.84","8220.01"
"Oct 02, 2018","8263.92","8168.44","8302.02","8164.11"
"Oct 01, 2018","8163.39","8191.41","8194.23","8139.21"
"Sep 28, 2018","8188.29","8150.96","8201.40","8129.67"
"Sep 27, 2018","8149.76","8218.43","8242.02","8144.18"
"Sep 26, 2018","8216.22","8246.27","8268.85","8189.19"
"Sep 25, 2018","8248.59","8223.09","8269.45","8218.02"
"Sep 24, 2018","8220.67","8196.60","8259.27","8188.99"
"Sep 21, 2018","8225.40","8267.56","8287.68","8171.70"
"Sep 20, 2018","8268.00","8245.91","8275.66","8236.97"
"Sep 19, 2018","8245.25","8218.11","8268.74","8217.91"
"Sep 18, 2018","8222.54","8236.44","8267.29","8207.50"
"Sep 17, 2018","8237.08","8197.50","8265.33","8196.06"
"Sep 14, 2018","8199.59","8222.92","8280.92","8195.60"
"Sep 13, 2018","8223.56","8283.79","8289.84","8216.24"
"Sep 12, 2018","8275.25","8241.04","8296.03","8198.63"
"Sep 11, 2018","8235.85","8199.26","8248.42","8162.43"
"Sep 10, 2018","8198.42","8178.15","8220.33","8172.61"
"Sep 07, 2018","8184.13","8201.03","8229.95","8169.49"
"Sep 06, 2018","8203.59","8177.15","8246.94","8174.69"
"Sep 05, 2018","8174.40","8156.30","8187.33","8151.10"
"Sep 04, 2018","8153.86","8194.90","8200.08","8143.02"
"Sep 03, 2018","8195.15","8203.33","8218.40","8172.73"
"Aug 31, 2018","8205.25","8213.92","8261.16","8187.07"
"Aug 30, 2018","8212.55","8231.58","8249.60","8187.07"
"Aug 29, 2018","8231.14","8174.81","8240.85","8172.36"
"Aug 28, 2018","8171.15","8256.92","8266.89","8159.65"
"Aug 27, 2018","8256.10","8212.11","8266.61","8192.58"
"Aug 24, 2018","8209.00","8153.60","8236.88","8139.85"
"Aug 23, 2018","8152.27","8182.99","8206.12","8140.99"
"Aug 22, 2018","8179.35","8188.78","8222.52","8161.36"
"Aug 21, 2018","8190.41","8165.73","8200.00","8134.81"
"Aug 20, 2018","8164.32","8140.60","8169.06","8117.48"
"Aug 17, 2018","8148.26","8078.40","8152.73","8066.77"
"Aug 16, 2018","8081.15","8155.19","8163.23","8050.01"
"Aug 15, 2018","8147.50","8221.33","8226.28","8136.76"
"Aug 14, 2018","8220.00","8229.44","8252.08","8207.00"
"Aug 13, 2018","8225.67","8295.94","8324.93","8212.66"
"Aug 10, 2018","8293.95","8271.18","8333.33","8264.36"
"Aug 09, 2018","8269.41","8297.58","8307.15","8260.95"
"Aug 08, 2018","8295.90","8268.34","8301.58","8251.30"
"Aug 07, 2018","8273.35","8277.11","8309.85","8254.38"
"Aug 06, 2018","8271.77","8297.64","8319.79","8271.70"
"Aug 03, 2018","8291.61","8262.82","8339.29","8261.72"
"Aug 02, 2018","8265.15","8289.80","8341.32","8262.21"
"Aug 01, 2018","8296.72","8336.71","8348.24","8294.74"
"Jul 31, 2018","8337.59","8331.12","8370.99","8314.90"
"Jul 30, 2018","8326.53","8334.50","8360.53","8322.17"
"Jul 27, 2018","8335.71","8303.94","8364.79","8297.70"
"Jul 26, 2018","8305.33","8338.41","8367.24","8301.93"
"Jul 25, 2018","8337.67","8319.36","8352.15","8309.42"
"Jul 24, 2018","8316.47","8321.77","8355.51","8291.13"
"Jul 23, 2018","8318.24","8331.04","8366.42","8301.53"
"Jul 20, 2018","8340.10","8289.21","8348.33","8256.78"
"Jul 19, 2018","8284.53","8249.56","8328.33","8221.34"
"Jul 18, 2018","8246.23","8232.36","8259.51","8209.43"
"Jul 17, 2018","8232.33","8302.61","8320.74","8222.01"
"Jul 16, 2018","8303.12","8312.97","8339.28","8286.88"
"Jul 13, 2018","8307.82","8314.22","8330.48","8280.85"
"Jul 12, 2018","8315.66","8298.38","8342.18","8289.25"
"Jul 11, 2018","8299.12","8331.50","8365.25","8286.68"
"Jul 10, 2018","8324.77","8317.21","8333.41","8274.29"
"Jul 09, 2018","8321.20","8338.26","8380.26","8317.43"
"Jul 06, 2018","8337.56","8350.43","8368.56","8330.52"
"Jul 05, 2018","8347.82","8335.70","8366.33","8306.00"
"Jul 04, 2018","8336.73","8316.45","8366.57","8314.74"
"Jul 03, 2018","8322.56","8284.26","8352.36","8267.80"
"Jul 02, 2018","8281.46","8300.51","8342.36","8265.60"
"Jun 29, 2018","8296.11","8275.18","8318.49","8263.73"
"Jun 28, 2018","8272.18","8266.08","8309.62","8255.43"
"Jun 27, 2018","8269.16","8280.69","8321.92","8260.44"
"Jun 26, 2018","8283.18","8277.01","8306.33","8246.82"
"Jun 25, 2018","8279.65","8278.61","8318.82","8265.50"
"Jun 22, 2018","8257.75","8231.39","8270.68","8228.66"
"Jun 21, 2018","8228.22","8210.28","8249.62","8194.50"
"Jun 20, 2018","8208.91","8263.87","8275.99","8207.43"
"Jun 19, 2018","8266.82","8236.67","8305.86","8236.67"
"Jun 18, 2018","8231.49","8236.96","8260.39","8223.57"
"Jun 15, 2018","8241.33","8333.05","8365.01","8215.66"
"Jun 14, 2018","8336.49","8316.65","8375.12","8302.54"
"Jun 13, 2018","8316.00","8295.10","8327.64","8271.88"
"Jun 12, 2018","8297.77","8325.18","8332.00","8283.82"
"Jun 11, 2018","8323.20","8321.01","8341.08","8286.93"
"Jun 08, 2018","8320.64","8294.16","8345.35","8289.56"
"Jun 07, 2018","8289.02","8283.90","8335.04","8277.46"
"Jun 06, 2018","8285.76","8308.98","8323.57","8275.03"
"Jun 05, 2018","8307.78","8279.81","8336.16","8264.34"
"Jun 04, 2018","8282.14","8305.80","8318.45","8276.83"
"Jun 01, 2018","8302.51","8326.39","8346.90","8277.60"
"May 31, 2018","8318.97","8352.38","8373.50","8318.97"
"May 30, 2018","8354.20","8336.72","8374.86","8324.16"
"May 29, 2018","8335.53","8310.83","8392.00","8304.24"
"May 28, 2018","8306.90","8301.00","8320.83","8282.20"
"May 25, 2018","8319.57","8318.61","8358.53","8300.76"
"May 24, 2018","8322.89","8269.17","8339.48","8262.84"
"May 23, 2018","8265.12","8223.00","8294.86","8221.99"
"May 22, 2018","8222.48","8252.25","8258.69","8212.04"
"May 21, 2018","8251.80","8234.36","8257.22","8192.55"
"May 18, 2018","8246.16","8222.94","8263.75","8209.08"
"May 17, 2018","8220.00","8228.68","8240.53","8193.74"
"May 16, 2018","8225.77","8232.86","8263.21","8206.07"
"May 15, 2018","8231.54","8321.53","8344.92","8218.59"
"May 14, 2018","8322.30","8355.10","8384.17","8322.30"
"May 11, 2018","8349.64","8385.06","8399.30","8347.93"
"May 10, 2018","8389.81","8350.01","8398.08","8343.78"
"May 09, 2018","8352.34","8376.88","8394.01","8323.32"
"May 08, 2018","8374.07","8361.69","8397.06","8320.74"
"May 07, 2018","8367.79","8365.73","8392.44","8343.58"
"May 04, 2018","8367.27","8340.73","8370.51","8322.91"
"May 03, 2018","8336.63","8304.47","8375.33","8303.46"
"May 02, 2018","8302.01","8261.92","8358.94","8261.92"
"May 01, 2018","8258.40","8331.85","8338.95","8245.16"
"Apr 30, 2018","8330.47","8377.65","8393.67","8299.82"
"Apr 27, 2018","8377.59","8347.77","8398.56","8338.22"
"Apr 26, 2018","8346.32","8365.69","8392.80","8335.49"
"Apr 25, 2018","8372.18","8388.39","8402.77","8342.98"
"Apr 24, 2018","8391.93","8370.59","8406.82","8349.12"
"Apr 23, 2018","8370.09","8409.93","8413.25","8352.90"
"Apr 20, 2018","8406.55","8451.12","8461.61","8406.13"
"Apr 19, 2018","8449.16","8466.76","8499.39","8421.73"
"Apr 18, 2018","8466.17","8465.81","8509.30","8441.01"
"Apr 17, 2018","8464.39","8447.16","8473.45","8409.62"
"Apr 16, 2018","8447.64","8435.59","8478.89","8408.00"
"Apr 13, 2018","8442.76","8400.58","8455.56","8389.92"
"Apr 12, 2018","8401.51","8480.53","8501.68","8392.58"
"Apr 11, 2018","8483.75","8419.32","8560.93","8417.68"
"Apr 10, 2018","8419.87","8431.56","8445.43","8388.89"
"Apr 09, 2018","8427.70","8409.49","8441.00","8378.47"
"Apr 06, 2018","8406.07","8363.12","8421.12","8332.10"
"Apr 05, 2018","8364.16","8404.95","8419.26","8340.52"
"Apr 04, 2018","8407.01","8381.81","8498.90","8374.08"
"Apr 03, 2018","8383.33","8419.95","8439.77","8360.17"
"Apr 02, 2018","8424.28","8321.34","8448.83","8313.18"
"Apr 01, 2018","8340.06","8336.04","8341.83","8323.19"
"Mar 30, 2018","8314.77","8328.28","8331.85","8302.47"
"Mar 29, 2018","8333.99","8347.09","8380.27","8315.26"
"Mar 28, 2018","8344.47","8453.19","8463.30","8335.90"
"Mar 27, 2018","8448.95","8491.21","8498.57","8419.58"
"Mar 26, 2018","8490.80","8513.28","8533.79","8456.14"
"Mar 25, 2018","8533.02","8508.87","8533.02","8501.86"
"Mar 23, 2018","8509.08","8421.74","8532.18","8421.74"
"Mar 22, 2018","8418.93","8424.54","8444.01","8393.16"
"Mar 21, 2018","8423.61","8308.30","8453.88","8300.13"
"Mar 20, 2018","8305.27","8337.06","8347.57","8279.65"
"Mar 19, 2018","8339.16","8321.35","8358.97","8288.29"
"Mar 18, 2018","8326.01","8322.61","8326.01","8314.64"
"Mar 16, 2018","8324.19","8330.99","8370.75","8299.00"
"Mar 15, 2018","8321.50","8364.67","8384.75","8313.84"
"Mar 14, 2018","8371.35","8385.62","8405.25","8350.39"
"Mar 13, 2018","8385.00","8374.30","8399.35","8336.41"
"Mar 12, 2018","8374.88","8380.98","8387.98","8324.36"
"Mar 11, 2018","8372.53","8384.47","8389.57","8372.53"
"Mar 09, 2018","8382.43","8381.68","8391.60","8320.94"
"Mar 08, 2018","8384.90","8389.97","8422.13","8369.30"
"Mar 07, 2018","8384.95","8425.44","8463.61","8364.22"
"Mar 06, 2018","8421.56","8383.61","8448.05","8375.47"
"Mar 05, 2018","8384.14","8398.84","8420.89","8366.03"
"Mar 04, 2018","8408.16","8395.99","8408.16","8365.71"
"Mar 02, 2018","8389.92","8375.36","8410.91","8349.65"
"Mar 01, 2018","8373.91","8344.48","8401.17","8282.69"
"Feb 28, 2018","8345.66","8329.83","8370.24","8316.31"
"Feb 27, 2018","8329.47","8413.05","8436.08","8298.19"
"Feb 26, 2018","8421.67","8415.35","8473.35","8401.53"
"Feb 25, 2018","8428.37","8426.13","8428.37","8426.13"
"Feb 23, 2018","8421.83","8453.77","8461.58","8408.33"
"Feb 22, 2018","8458.01","8408.20","8461.63","8395.38"
"Feb 21, 2018","8408.85","8443.31","8485.05","8396.30"
"Feb 20, 2018","8439.90","8551.30","8560.62","8433.81"
"Feb 19, 2018","8549.02","8554.17","8578.52","8544.58"
"Feb 18, 2018","8560.29","8549.80","8560.29","8544.95"
"Feb 16, 2018","8556.39","8588.49","8645.14","8536.92"
"Feb 15, 2018","8591.50","8574.42","8617.43","8561.81"
"Feb 14, 2018","8572.70","8430.06","8607.40","8368.97"
"Feb 13, 2018","8430.01","8368.71","8448.07","8363.72"
"Feb 12, 2018","8368.75","8286.00","8393.86","8280.14"
"Feb 11, 2018","8283.39","8277.10","8283.39","8264.05"
"Feb 09, 2018","8290.72","8335.67","8364.88","8257.67"
"Feb 08, 2018","8345.60","8268.67","8367.48","8241.80"
"Feb 07, 2018","8270.60","8330.53","8356.98","8227.75"
"Feb 06, 2018","8322.55","8416.58","8481.59","8296.16"
"Feb 05, 2018","8425.15","8399.25","8440.28","8380.17"
"Feb 04, 2018","8413.61","8403.02","8413.61","8381.43"
"Feb 02, 2018","8399.70","8492.67","8505.64","8363.36"
"Feb 01, 2018","8497.45","8452.86","8513.76","8422.93"
"Jan 31, 2018","8458.75","8465.49","8501.77","8381.46"
"Jan 30, 2018","8465.94","8497.45","8528.69","8448.24"
"Jan 29, 2018","8494.69","8538.51","8554.88","8477.90"
"Jan 28, 2018","8538.32","8526.69","8538.32","8526.69"
"Jan 26, 2018","8533.12","8508.64","8580.46","8495.37"
"Jan 25, 2018","8526.38","8649.75","8652.11","8492.89"
"Jan 24, 2018","8653.62","8594.46","8677.93","8569.74"
"Jan 23, 2018","8590.59","8548.42","8596.56","8536.94"
"Jan 22, 2018","8544.67","8544.04","8557.48","8518.21"
"Jan 21, 2018","8548.22","8528.73","8552.38","8528.62"
"Jan 19, 2018","8528.82","8522.51","8573.53","8512.97"
"Jan 18, 2018","8519.35","8541.26","8563.74","8511.66"
"Jan 17, 2018","8534.07","8623.12","8650.16","8533.94"
"Jan 16, 2018","8625.23","8631.44","8646.17","8583.08"
"Jan 15, 2018","8626.71","8641.11","8663.14","8614.64"
"Jan 14, 2018","8617.96","8631.61","8636.69","8617.96"
"Jan 12, 2018","8647.36","8589.89","8653.83","8554.44"
"Jan 11, 2018","8590.27","8568.03","8603.10","8562.67"
"Jan 10, 2018","8570.30","8573.85","8634.08","8541.88"
"Jan 09, 2018","8572.49","8581.33","8593.85","8549.92"
"Jan 08, 2018","8582.24","8569.32","8589.27","8542.59"
"Jan 07, 2018","8573.48","8560.70","8573.48","8560.57"
"Jan 05, 2018","8566.51","8589.91","8595.30","8523.16"
"Jan 04, 2018","8588.73","8540.75","8611.76","8492.72"
"Jan 03, 2018","8539.81","8557.70","8582.25","8502.56"
"Jan 02, 2018","8555.61","8479.92","8566.64","8479.66"
"Jan 01, 2018","8475.20","8475.20","8475.20","8475.20"
"Dec 31, 2017","8477.14","8474.16","8477.14","8474.16"
"Dec 29, 2017","8475.20","8456.82","8508.72","8422.31"
"Dec 28, 2017","8460.72","8441.25","8464.51","8424.77"
"Dec 27, 2017","8439.56","8397.97","8454.10","8388.22"
"Dec 26, 2017","8397.23","8340.66","8404.88","8329.81"
"Dec 25, 2017","8339.78","8377.66","8380.72","8338.51"
"Dec 24, 2017","8393.79","8382.81","8393.79","8382.81"
"Dec 22, 2017","8386.16","8341.90","8395.17","8317.33"
"Dec 21, 2017","8340.77","8326.47","8358.09","8309.91"
"Dec 20, 2017","8325.02","8333.45","8347.34","8304.32"
"Dec 19, 2017","8333.06","8347.69","8369.07","8317.20"
"Dec 18, 2017","8348.08","8287.85","8365.61","8285.21"
"Dec 17, 2017","8305.19","8282.99","8305.19","8282.99"
"Dec 15, 2017","8296.45","8277.47","8338.38","8276.47"
"Dec 14, 2017","8281.77","8313.95","8332.15","8266.03"
"Dec 13, 2017","8309.50","8238.73","8319.62","8209.10"
"Dec 12, 2017","8238.20","8218.76","8254.32","8186.31"
"Dec 11, 2017","8221.56","8260.34","8285.77","8210.43"
"Dec 10, 2017","8258.24","8262.83","8267.21","8258.24"
"Dec 08, 2017","8264.22","8248.66","8289.88","8236.51"
"Dec 07, 2017","8254.60","8357.19","8369.64","8235.47"
"Dec 06, 2017","8357.10","8380.06","8398.68","8352.47"
"Dec 05, 2017","8379.62","8451.14","8457.23","8347.46"
"Dec 04, 2017","8448.00","8422.42","8457.07","8416.81"
"Dec 03, 2017","8444.15","8467.56","8475.24","8424.89"
"Dec 01, 2017","8471.96","8425.83","8533.54","8414.49"
"Nov 30, 2017","8430.07","8490.74","8502.10","8401.58"
"Nov 29, 2017","8483.76","8545.95","8556.77","8474.51"
"Nov 28, 2017","8550.30","8541.99","8574.34","8515.96"
"Nov 27, 2017","8538.80","8506.83","8576.34","8492.98"
"Nov 26, 2017","8499.42","8504.38","8510.71","8499.42"
"Nov 24, 2017","8505.12","8499.98","8536.45","8488.00"
"Nov 23, 2017","8500.94","8544.44","8545.36","8479.12"
"Nov 22, 2017","8541.50","8487.43","8560.73","8473.06"
"Nov 21, 2017","8489.43","8475.01","8522.30","8469.93"
"Nov 20, 2017","8472.33","8571.83","8586.10","8461.19"
"Nov 19, 2017","8628.86","8580.68","8628.86","8574.82"
"Nov 17, 2017","8577.47","8475.51","8595.16","8472.20"
"Nov 16, 2017","8477.78","8467.26","8500.88","8463.02"
"Nov 15, 2017","8466.45","8496.91","8539.25","8458.38"
"Nov 14, 2017","8495.07","8485.33","8518.95","8434.98"
"Nov 13, 2017","8488.89","8468.57","8500.43","8462.78"
"Nov 12, 2017","8464.37","8472.74","8473.92","8464.37"
"Nov 10, 2017","8475.39","8532.44","8545.92","8456.80"
"Nov 09, 2017","8532.75","8492.60","8557.51","8487.70"
"Nov 08, 2017","8493.58","8469.48","8533.80","8469.48"
"Nov 07, 2017","8468.12","8501.76","8504.56","8446.27"
"Nov 06, 2017","8504.83","8430.08","8513.45","8407.25"
"Nov 05, 2017","8437.05","8431.30","8437.05","8425.20"
"Nov 03, 2017","8431.17","8439.35","8474.97","8401.84"
"Nov 02, 2017","8432.92","8415.99","8489.83","8415.99"
"Nov 01, 2017","8415.14","8430.95","8471.88","8404.82"
"Oct 31, 2017","8436.77","8481.97","8492.93","8412.08"
"Oct 30, 2017","8482.63","8472.35","8502.83","8436.86"
"Oct 29, 2017","8487.70","8473.51","8487.70","8467.06"
"Oct 27, 2017","8469.53","8421.05","8479.24","8406.18"
"Oct 26, 2017","8416.87","8480.89","8508.78","8407.51"
"Oct 25, 2017","8480.79","8475.16","8502.60","8446.01"
"Oct 24, 2017","8472.16","8513.01","8526.56","8449.44"
"Oct 23, 2017","8512.91","8457.41","8523.53","8435.77"
"Oct 22, 2017","8478.43","8475.76","8480.25","8460.38"
"Oct 20, 2017","8479.04","8529.95","8542.58","8460.18"
"Oct 19, 2017","8532.09","8491.50","8538.05","8464.92"
"Oct 18, 2017","8490.89","8514.46","8527.51","8464.89"
"Oct 17, 2017","8512.82","8536.13","8548.14","8489.31"
"Oct 16, 2017","8532.11","8579.30","8611.63","8507.53"
"Oct 15, 2017","8573.29","8577.40","8591.53","8573.29"
"Oct 13, 2017","8583.55","8519.12","8583.55","8501.84"
"Oct 12, 2017","8523.29","8516.67","8552.93","8500.92"
"Oct 11, 2017","8513.25","8469.19","8526.75","8464.58"
"Oct 10, 2017","8463.01","8506.76","8525.44","8462.61"
"Oct 09, 2017","8507.84","8489.87","8530.74","8477.48"
"Oct 08, 2017","8498.34","8493.67","8498.34","8485.95"
"Oct 06, 2017","8489.91","8443.74","8497.62","8389.17"
"Oct 05, 2017","8436.84","8484.15","8512.49","8429.18"
"Oct 04, 2017","8481.06","8463.02","8532.49","8455.43"
"Oct 03, 2017","8458.87","8459.27","8485.88","8440.64"
"Oct 02, 2017","8457.30","8513.06","8513.72","8452.84"
"Oct 01, 2017","8503.13","8516.22","8534.56","8503.13"
"Sep 29, 2017","8512.66","8570.02","8592.12","8504.88"
"Sep 28, 2017","8578.60","8512.92","8589.99","8512.92"
"Sep 27, 2017","8509.88","8589.00","8606.44","8509.88"
"Sep 26, 2017","8591.53","8673.95","8695.44","8585.82"
"Sep 25, 2017","8677.42","8554.55","8686.35","8513.23"
"Sep 24, 2017","8532.28","8555.22","8589.66","8532.28"
"Sep 22, 2017","8551.07","8506.17","8565.59","8506.17"
"Sep 21, 2017","8510.23","8555.08","8586.98","8494.73"
"Sep 20, 2017","8554.15","8634.00","8660.51","8522.48"
"Sep 19, 2017","8633.11","8597.18","8636.40","8591.72"
"Sep 18, 2017","8596.13","8651.48","8651.48","8579.50"
"Sep 17, 2017","8616.37","8651.23","8654.97","8616.37"
"Sep 15, 2017","8646.91","8716.45","8748.75","8646.91"
"Sep 14, 2017","8718.30","8659.38","8724.00","8628.47"
"Sep 13, 2017","8653.88","8708.58","8725.31","8644.32"
"Sep 12, 2017","8705.16","8671.41","8711.88","8647.19"
"Sep 11, 2017","8667.00","8668.79","8742.95","8652.92"
"Sep 10, 2017","8747.50","8724.96","8794.43","8711.18"
"Sep 08, 2017","8728.91","8750.33","8763.49","8704.88"
"Sep 07, 2017","8751.66","8707.01","8758.59","8683.41"
"Sep 06, 2017","8703.97","8755.78","8777.28","8687.78"
"Sep 05, 2017","8757.55","8719.58","8795.77","8700.10"
"Sep 04, 2017","8716.69","8752.50","8770.78","8702.66"
"Sep 03, 2017","8754.41","8693.49","8754.41","8673.63"
"Sep 01, 2017","8690.61","8714.23","8718.45","8641.86"
"Aug 31, 2017","8712.31","8628.80","8725.75","8583.29"
"Aug 30, 2017","8630.39","8637.28","8661.71","8606.14"
"Aug 29, 2017","8638.44","8711.17","8752.62","8608.31"
"Aug 28, 2017","8660.53","8592.66","8677.06","8585.42"
"Aug 27, 2017","8514.19","8502.45","8533.50","8502.28"
"Aug 25, 2017","8585.86","8568.39","8604.74","8509.24"
"Aug 24, 2017","8569.50","8589.88","8598.59","8558.38"
"Aug 23, 2017","8594.05","8564.34","8604.77","8547.90"
"Aug 22, 2017","8559.35","8606.51","8616.31","8541.91"
"Aug 21, 2017","8613.23","8565.69","8630.06","8548.89"
"Aug 20, 2017","8547.65","8570.05","8570.05","8547.65"
"Aug 18, 2017","8569.23","8597.76","8676.70","8563.49"
"Aug 17, 2017","8598.08","8590.53","8629.27","8559.71"
"Aug 16, 2017","8585.90","8503.77","8593.85","8489.39"
"Aug 15, 2017","8504.83","8553.99","8556.72","8475.83"
"Aug 14, 2017","8552.08","8589.00","8593.86","8527.17"
"Aug 13, 2017","8582.88","8591.19","8594.43","8582.88"
"Aug 11, 2017","8592.20","8553.94","8611.87","8538.65"
"Aug 10, 2017","8553.60","8522.41","8566.00","8490.25"
"Aug 09, 2017","8526.24","8460.05","8536.32","8456.38"
"Aug 08, 2017","8454.45","8453.93","8485.31","8393.69"
"Aug 07, 2017","8453.41","8470.52","8472.27","8437.76"
"Aug 06, 2017","8498.07","8522.51","8524.27","8498.07"
"Aug 04, 2017","8470.20","8523.62","8539.04","8444.16"
"Aug 03, 2017","8521.46","8514.69","8539.72","8460.93"
"Aug 02, 2017","8513.75","8524.26","8558.58","8493.47"
"Aug 01, 2017","8525.67","8537.91","8561.54","8492.72"
"Jul 31, 2017","8539.66","8558.51","8567.41","8516.10"
"Jul 28, 2017","8551.48","8488.48","8564.82","8480.84"
"Jul 27, 2017","8489.77","8518.72","8535.59","8459.24"
"Jul 26, 2017","8517.38","8437.37","8535.75","8405.84"
"Jul 25, 2017","8432.40","8470.13","8493.90","8432.38"
"Jul 24, 2017","8474.35","8499.15","8512.01","8462.54"
"Jul 21, 2017","8492.12","8405.85","8499.57","8400.39"
"Jul 20, 2017","8413.82","8380.35","8439.27","8364.45"
"Jul 19, 2017","8379.72","8380.77","8401.74","8350.14"
"Jul 18, 2017","8381.73","8356.52","8398.93","8342.30"
"Jul 17, 2017","8356.04","8323.18","8368.13","8321.15"
"Jul 14, 2017","8327.32","8259.51","8351.79","8241.48"
"Jul 13, 2017","8260.58","8279.98","8303.15","8251.63"
"Jul 12, 2017","8282.55","8281.06","8321.16","8243.73"
"Jul 11, 2017","8282.01","8262.47","8283.99","8216.73"
"Jul 10, 2017","8261.89","8259.10","8270.45","8197.44"
"Jul 07, 2017","8254.93","8329.57","8342.95","8216.50"
"Jul 06, 2017","8332.83","8344.93","8362.75","8315.42"
"Jul 05, 2017","8345.07","8319.99","8352.70","8281.62"
"Jul 04, 2017","8323.94","8309.95","8341.31","8302.62"
"Jul 03, 2017","8299.99","8419.03","8428.33","8286.05"
"Jun 30, 2017","8419.20","8452.44","8465.26","8406.32"
"Jun 29, 2017","8454.70","8496.43","8510.84","8408.33"
"Jun 28, 2017","8493.74","8495.68","8534.09","8479.91"
"Jun 27, 2017","8495.96","8510.47","8551.60","8483.70"
"Jun 26, 2017","8513.38","8601.51","8604.32","8463.50"
"Jun 23, 2017","8593.06","8547.36","8613.31","8540.75"
"Jun 22, 2017","8547.39","8513.21","8577.00","8506.99"
"Jun 21, 2017","8513.28","8490.62","8522.67","8472.25"
"Jun 20, 2017","8490.03","8476.57","8529.28","8475.61"
"Jun 19, 2017","8479.70","8540.90","8555.33","8477.80"
"Jun 16, 2017","8537.68","8535.08","8568.25","8525.78"
"Jun 15, 2017","8537.08","8564.20","8606.01","8515.99"
"Jun 14, 2017","8567.47","8610.00","8695.80","8537.47"
"Jun 13, 2017","8610.01","8597.57","8630.21","8563.73"
"Jun 12, 2017","8604.75","8615.67","8641.47","8592.08"
"Jun 09, 2017","8610.65","8690.08","8710.48","8594.73"
"Jun 08, 2017","8696.17","8754.75","8767.67","8650.85"
"Jun 07, 2017","8747.22","8793.02","8801.71","8718.28"
"Jun 06, 2017","8793.39","8707.79","8809.16","8704.32"
"Jun 05, 2017","8707.76","8710.98","8735.63","8694.83"
"Jun 02, 2017","8718.84","8617.32","8718.84","8583.80"
"Jun 01, 2017","8616.20","8647.06","8653.87","8591.62"
"May 31, 2017","8639.19","8655.32","8677.67","8601.75"
"May 30, 2017","8659.21","8687.65","8712.39","8633.86"
"May 29, 2017","8685.82","8689.24","8700.55","8673.14"
"May 26, 2017","8686.98","8626.28","8705.75","8589.90"
