"Date","Price","Open","High","Low"
"Jul 20, 2020","12695.08","12653.21","12719.29","12625.36"
"Jul 17, 2020","12656.61","12562.33","12670.35","12546.57"
"Jul 16, 2020","12562.12","12652.41","12676.17","12545.93"
"Jul 15, 2020","12652.34","12671.31","12694.49","12591.37"
"Jul 14, 2020","12678.98","12614.47","12692.37","12566.18"
"Jul 13, 2020","12614.45","12297.91","12696.61","12297.91"
"Jul 10, 2020","12595.59","12613.92","12678.12","12563.31"
"Jul 09, 2020","12613.85","12671.13","12702.05","12560.88"
"Jul 08, 2020","12671.20","12591.43","12731.92","12572.15"
"Jul 07, 2020","12591.21","12525.00","12608.33","12457.28"
"Jul 06, 2020","12525.00","12551.99","12557.38","12458.83"
"Jul 03, 2020","12543.08","12549.33","12567.07","12519.40"
"Jul 02, 2020","12549.65","12519.24","12577.29","12425.92"
"Jul 01, 2020","12519.17","12585.42","12643.56","12440.76"
"Jun 30, 2020","12582.91","12550.58","12620.50","12483.71"
"Jun 29, 2020","12550.46","12554.92","12570.32","12494.85"
"Jun 26, 2020","12539.00","12482.37","12543.41","12370.33"
"Jun 25, 2020","12483.58","12471.62","12521.63","12425.72"
"Jun 24, 2020","12470.63","12486.38","12586.64","12463.29"
"Jun 23, 2020","12481.91","12408.12","12503.24","12362.22"
"Jun 22, 2020","12408.37","12367.87","12465.88","12333.20"
"Jun 19, 2020","12331.37","12214.58","12343.97","12202.12"
"Jun 18, 2020","12213.51","12235.04","12298.62","12178.40"
"Jun 17, 2020","12235.08","12238.16","12262.72","12143.35"
"Jun 16, 2020","12238.19","12232.62","12275.43","12152.75"
"Jun 15, 2020","12232.62","12270.71","12295.98","12093.46"
"Jun 12, 2020","12259.92","12203.83","12327.63","12169.96"
