,Date,Price_DAI/USD
174,2020-05-14,1.00794951388
175,2020-05-15,0.985713149006
176,2020-05-16,1.00296460052
177,2020-05-17,0.99389603099
178,2020-05-18,0.99934613699
179,2020-05-19,0.995254720337
180,2020-05-20,1.00154383305
181,2020-05-21,0.996533014558
182,2020-05-22,1.00869583954
183,2020-05-23,1.00254281169
184,2020-05-24,0.986583992308
185,2020-05-25,0.996449062962
186,2020-05-26,0.998868533866
187,2020-05-27,1.00944364577
188,2020-05-28,1.01336571292
189,2020-05-29,1.00200422063
190,2020-05-30,1.00991137648
191,2020-05-31,0.992339858318
192,2020-06-01,1.01748949527
193,2020-06-02,0.994994093216
194,2020-06-03,1.0020751775
195,2020-06-04,1.0053403323
196,2020-06-05,0.999552047638
197,2020-06-06,0.999141436612
198,2020-06-07,1.00713638937
199,2020-06-08,1.00261292755
200,2020-06-09,1.00427754559
201,2020-06-10,1.00539081126
202,2020-06-11,1.00547747704
203,2020-06-12,0.997469947197
204,2020-06-13,0.997686019184
205,2020-06-14,1.00958781392
206,2020-06-15,1.00499535327
207,2020-06-16,1.00457604188
208,2020-06-17,1.00545148053
209,2020-06-18,1.00535817331
210,2020-06-19,0.997346066801
211,2020-06-20,1.0023899063
212,2020-06-21,0.999205348696
213,2020-06-22,1.00779351029
214,2020-06-23,1.00813421994
215,2020-06-24,0.997314497617
216,2020-06-25,0.999109206506
217,2020-06-26,0.997200748632
218,2020-06-27,1.00136547887
219,2020-06-28,1.00270432018
220,2020-06-29,1.00452770876
221,2020-06-30,1.00258305381
222,2020-07-01,1.00778442123
223,2020-07-02,1.0115300025
224,2020-07-03,1.00997691883
225,2020-07-04,1.01142375987
226,2020-07-05,1.00709517329
227,2020-07-06,1.0178340569
228,2020-07-07,1.00690629395
229,2020-07-08,1.01626158164
230,2020-07-09,1.01689004636
231,2020-07-10,1.01527366251
232,2020-07-11,1.01419848854
233,2020-07-12,1.01629004367
234,2020-07-13,1.01191898031
235,2020-07-14,1.00802949254
236,2020-07-15,1.00468092248
237,2020-07-16,1.00789081605
238,2020-07-17,1.00313280853
239,2020-07-18,1.0049552481
240,2020-07-19,1.00676977754
241,2020-07-20,1.00791913057
242,2020-07-21,1.01140638242
243,2020-07-22,1.02825058064
244,2020-07-23,1.03019113589
245,2020-07-24,1.03226013322
246,2020-07-25,1.01149337807
247,2020-07-26,1.00744434438
248,2020-07-27,1.01471723326
249,2020-07-28,1.02207229786
250,2020-07-29,1.03222112484
251,2020-07-30,1.03485999427
252,2020-07-31,1.02749688874
253,2020-08-01,1.01661637096
254,2020-08-02,1.01008834202
255,2020-08-03,1.00931297156
256,2020-08-04,1.00684493877
257,2020-08-05,1.02103047359
258,2020-08-06,1.01862728135
259,2020-08-07,1.01343580983
260,2020-08-08,1.01326531386
261,2020-08-09,1.02128497043
262,2020-08-10,1.02090632351
263,2020-08-11,1.01341663292
264,2020-08-12,1.00970640152
265,2020-08-13,1.02810933266
266,2020-08-14,1.00807125411
267,2020-08-15,1.00266878595
268,2020-08-16,1.01067276222
269,2020-08-17,1.00519629096
270,2020-08-18,1.00444488586
271,2020-08-19,1.00526125506
272,2020-08-20,1.00837365866
273,2020-08-21,1.00496865478
274,2020-08-22,1.00018528523
275,2020-08-23,1.00167380297
276,2020-08-24,1.01440981422
277,2020-08-25,1.01591585494
278,2020-08-26,1.01293179703
279,2020-08-27,1.00904217888
280,2020-08-28,1.01495609967
281,2020-08-29,1.02879893867
282,2020-08-30,1.02710566511
283,2020-08-31,1.02242591422
